white_elo,black_elo,result,time_control,opening_moves,num_opening_moves,post_opening_acpl
1552,1533,white,240+0,e4 e5 Nf3 Qf6 Bc4 Bd6 c3 c6 d4 exd4,10,
1611,1606,white,600+0,e4 c5 Bc4 d6 f4 e5 f5 Be7 Nf3 Qc7,10,
1746,1761,black,240+0,d4 d5 c3 Nc6 Nf3 Bf5 Nbd2 e6 g3 Bd6,10,
1615,1527,white,600+0,e4 b6 d4 Bb7 Bd3 g6 c3 e6 Be3 Qh4,10,
1762,1409,white,300+8,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Qf3 Be6,10,
1440,1548,black,600+10,Nf3 d6 e4 Bg4 Bb5+ c6 Be2 e5 Nxe5 Bxe2,10,
1279,1363,draw,-,a4 c6 h4 Qc7 b3 d5 g3 Bf5 d3 e6,10,
1758,1857,black,240+0,d4 d5 c4 dxc4 e4 c5 d5 e6 Bxc4 Nf6,10,
1395,1321,white,1740+30,d4 d5 c4 e6 a3 Be7 c5 Nc6 h3 Nxd4,10,
1609,1367,white,120+0,e4 e5 Bb5 c6 Ba4 Nf6 d3 b5 Bb3 Qa5+,10,
1613,1622,black,180+0,d4 g6 Nc3 Bg7 Bf4 d6 Qd2 Nd7 f3 Ngf6,10,
1393,1634,white,660+11,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 Nf6 Nc3 d6,10,
1386,1540,white,180+0,e4 e5 Nf3 d6 Bc4 Be7 h3 Nf6 d3 Nc6,10,
1495,2144,black,120+0,e3 d5 d3 c6 c3 g6 b4 Bg7 g3 a5,10,
1824,1657,white,240+0,e4 e5 Nf3 d6 Bc4 h6 O-O Nf6 Re1 Be7,10,
1725,1653,black,300+0,e4 c5 Nf3 e6 d4 d6 d5 Nf6 Nc3 exd5,10,
1568,1803,black,180+1,e4 c5 Bc4 b6 d4 cxd4 Qxd4 Bb7 Nc3 Nc6,10,
1351,1614,white,120+0,e4 d5 exd5 Qxd5 Nc3 Qe6+ Be2 Qg6 Bg4 Bf5,10,
1539,1497,black,300+10,f4 d5 Nf3 Nc6 b3 Qd6 e3 e5 fxe5 Nxe5,10,
1633,1562,white,300+0,e4 c5 Bc4 e6 d3 d5 exd5 exd5 Bb5+ Bd7,10,
1859,1771,white,180+0,e4 e5 Nc3 Nc6 Nf3 Bc5 Nxe5 Bxf2+ Kxf2 Nxe5,10,
1804,2055,black,180+0,g3 d5 Bg2 c6 b3 g6 Bb2 Nf6 Bxf6 exf6,10,
1495,1795,white,60+0,e3 e5 e4 Nc6 d3 Nf6 Bg5 Bc5 Nc3 d6,10,
1535,1667,black,480+4,e4 e5 d3 d6 Nf3 f5 Bg5 Nf6 exf5 Bxf5,10,
1320,1686,black,300+5,e4 e5 c4 c5 Nf3 Nc6 Bd3 Nf6 Nc3 Be7,10,
1241,1058,white,600+5,e4 d5 exd5 Qxd5 Nc3 Qe6+ Qe2 g5 b3 h6,10,
1750,1612,black,240+0,d4 b5 c4 bxc4 e4 Bb7 Nc3 e6 Bxc4 Nf6,10,
1710,1524,black,300+0,e4 e5 d4 Qh4 dxe5 Qxe4+ Be3 Bb4+ Nd2 Nc6,10,
1180,1740,black,420+0,e3 d5 Qh5 Nf6 Qe5 Nbd7 Qd4 e6 g3 Bd6,10,
1674,1527,white,480+4,f4 d5 e3 e6 Nf3 Nf6 d4 Nc6 Nbd2 Bd6,10,
1553,1612,black,300+2,e4 e5 Nf3 Nc6 Bc4 h6 c3 Bd6 d4 Nf6,10,
1657,1563,black,420+17,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 h6 O-O Nf6,10,
1771,1362,white,60+0,e4 d5 exd5 Nf6 Nc3 Nxd5 Nf3 Bg4 Be2 e6,10,
1765,1714,black,600+10,e4 c6 Bc4 d5 exd5 cxd5 Bb3 Nf6 d3 e6,10,
2092,1504,white,120+0,d4 Nf6 c4 e5 dxe5 Ng4 e3 Nxe5 Nc3 d6,10,
1642,1651,black,300+0,e4 e5 Nf3 d6 Bc4 h6 d3 Nf6 d4 Nbd7,10,
1466,1689,black,1200+15,e4 e5 Nf3 Nc6 c3 Nf6 d3 Bc5 h3 O-O,10,
1520,1351,white,480+4,e4 e5 d3 Nc6 Nf3 Bc5 Be2 Nf6 O-O O-O,10,
1763,1799,white,180+0,e4 g6 Nf3 Bg7 Bc4 b6 O-O Bb7 Nc3 h6,10,
1519,1857,black,300+8,g3 d5 Bg2 Nf6 Nf3 Nc6 O-O e5 e3 h6,10,
1780,1774,white,60+0,e4 e5 d4 exd4 c3 Nc6 cxd4 Bb4+ Bd2 Bxd2+,10,
1735,1606,draw,240+0,d4 Nf6 c4 g6 Nc3 d5 c5 Bg7 Nf3 O-O,10,
1450,1527,white,900+5,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Qe2 d5,10,
1257,1375,black,120+0,e4 e5 f4 exf4 Bc4 Nc6 d4 d6 Bxf4 Nf6,10,
1868,1806,white,180+0,e4 e6 d4 d5 exd5 exd5 Bd3 Nf6 Ne2 Bd6,10,
1760,1791,white,60+0,e4 d5 Nc3 dxe4 Nxe4 e5 Nf3 Nc6 Bb5 Bd7,10,
1596,1411,draw,120+0,e4 e5 Bb5 Nf6 d3 a6 Ba4 b5 Bb3 Nc6,10,
2093,1349,white,120+0,d4 b5 e3 Bb7 Nf3 d5 Bxb5+ c6 Bd3 Nd7,10,
1518,1434,white,120+4,d4 d5 Nf3 Nf6 e3 Bf5 Bd2 e6 Nh4 Bg4,10,
1825,1662,white,300+0,e4 e5 Nf3 d6 Bc4 Nd7 d3 h6 c3 Ngf6,10,
1866,1851,black,420+0,d4 Nf6 c4 b6 Nc3 Bb7 e3 e6 Nf3 d6,10,
1609,1854,black,300+0,e4 c5 Bc4 e6 d3 Nc6 a3 g6 h3 Bg7,10,
1644,1454,white,360+2,e4 d5 exd5 Qxd5 Nc3 Qd8 Bc4 Nf6 d3 e6,10,
1779,1775,black,60+0,e4 e5 d4 exd4 c3 dxc3 Bc4 c2 Qxc2 Nc6,10,
1555,1595,black,600+0,e4 c5 Bc4 e6 Qf3 Nf6 d3 h6 c3 d5,10,
1513,1775,white,300+0,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nf6 O-O O-O,10,
1686,1839,draw,300+11,b3 e5 Bb2 Nc6 Nf3 f6 d4 Bb4+ c3 Ba5,10,
1741,1179,white,420+0,d4 e6 Nf3 Bb4+ c3 Bd6 e4 c6 e5 Be7,10,
1425,1530,black,120+4,e4 e5 f4 exf4 Nf3 Nc6 Bc4 d6 O-O Be7,10,
1594,1627,black,180+3,e4 a6 d4 b5 c4 Bb7 Nc3 b4 Nd5 e6,10,
1779,1647,white,840+3,e4 e5 Nf3 Nf6 Nc3 Bb4 Bc4 Bxc3 dxc3 O-O,10,
1572,1541,white,300+3,e4 e5 Nf3 d6 Bc4 Bg4 h3 Bh5 g4 Bg6,10,
1789,1768,black,60+0,e4 d5 exd5 e6 dxe6 Bxe6 Nc3 Nc6 Nf3 Bb4,10,
1693,1091,white,300+0,e4 b6 d4 Bb7 Nc3 d5 exd5 Bxd5 Nxd5 Qxd5,10,
1283,2094,black,120+0,c4 c5 Nc3 Nc6 d3 d6 e4 e5 Be2 Nge7,10,
1689,1305,white,300+5,c4 Nf6 d4 g6 Nc3 d6 e4 Bg7 Nf3 O-O,10,
1757,1532,white,300+0,e4 e5 Nf3 Nc6 Bc4 h6 O-O Nf6 Nc3 Bc5,10,
1564,1857,black,300+8,e4 c5 d3 Nc6 Be3 d6 Be2 h6 c3 e5,10,
1702,1343,white,1200+15,e4 d5 e5 e6 d4 Nc6 Bb5 Bd7 Nf3 Na5,10,
1445,1523,black,240+0,e4 c5 Nf3 Nc6 d4 e6 d5 exd5 exd5 Nb4,10,
1780,1775,white,60+0,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2 Bb4+,10,
1814,1858,black,300+0,d4 d5 e3 Nf6 Bd3 Bg4 Nf3 e6 O-O Nbd7,10,
1402,1442,black,240+0,e4 c5 Bc4 e6 Nf3 Nf6 d3 d5 exd5 exd5,10,
1842,2060,black,240+0,d4 c6 c4 d5 Nc3 Nf6 Bg5 Nbd7 e3 h6,10,
1178,1743,black,420+0,e3 e5 b3 d5 Bb5+ c6 Qe2 cxb5 Qxb5+ Qd7,10,
1808,1527,black,180+1,c4 e5 b3 d5 Bb2 dxc4 bxc4 f6 Nc3 Bf5,10,
1480,1514,draw,180+5,d4 b6 e4 Bb7 e5 g6 Nf3 d6 Nc3 dxe5,10,
1762,1790,white,60+0,e4 d5 exd5 e6 dxe6 Bxe6 Nc3 a6 g3 Nc6,10,
1279,1578,black,300+5,e4 e5 Qh5 Nc6 Bc4 Qf6 d4 g6 Qg5 Nxd4,10,
1544,1621,black,300+2,e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 O-O Bd6,10,
1649,1208,white,360+2,e4 e5 Bc4 Bc5 d3 d6 Qh5 Qf6 Nf3 g6,10,
1262,2094,black,120+0,e4 c5 d3 Nc6 c4 e5 Nc3 d6 Be3 Nge7,10,
1642,1698,white,420+17,d4 d5 c4 e6 cxd5 exd5 Nf3 Nc6 a3 Nf6,10,
1945,1677,white,300+2,e4 e5 Nf3 d6 Bc4 h6 O-O f5 d4 fxe4,10,
1779,1776,white,60+0,e4 e5 d4 exd4 c3 dxc3 Bc4 Bb4 bxc3 Ba5,10,
1934,1860,white,480+2,e4 e5 Nf3 Nc6 Bb5 d6 d4 exd4 Nxd4 Bd7,10,
1540,1418,white,120+4,d4 d5 Nf3 c5 dxc5 e6 e3 Bxc5 c4 Nf6,10,
2062,2145,black,60+0,e4 e6 d4 b6 e5 Bb7 Nf3 c5 c3 cxd4,10,
1691,1589,white,300+5,c4 e5 Nc3 d6 e4 Nf6 Nf3 c5 Be2 Be7,10,
1395,1503,white,720+8,d4 d5 Nc3 e6 e3 Nf6 Bd2 Be7 Qe2 O-O,10,
1577,1543,black,600+2,e4 c5 c3 e6 d4 cxd4 cxd4 a6 Nf3 Nc6,10,
2094,1262,white,120+0,d4 d5 c4 c6 Nc3 dxc4 e3 f6 Bxc4 e5,10,
1586,1531,white,300+4,e4 e5 Nf3 d6 h3 h6 Bc4 a5 O-O Bd7,10,
1763,1789,white,60+0,e4 d5 Nc3 dxe4 Nxe4 e5 Ng3 Nf6 d4 Nc6,10,
2052,1729,white,60+0,e4 c5 Nf3 d6 d4 cxd4 c3 Nc6 cxd4 Nf6,10,
1727,1751,draw,600+10,d4 d5 c4 Bf5 e3 e6 a3 a6 Bd3 Nf6,10,
1744,1177,white,420+0,e4 e6 f4 Qf6 d4 Qxd4 Qxd4,7,
1512,1501,black,480+8,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nf6 Nc3 d6,10,
1801,1460,black,600+0,e4 e5 Nf3 Nc6 d3 f5 exf5 d5 Bd2 Bxf5,10,
1176,1745,black,420+0,e3 e5 Qg4 d5 Qa4+ Bd7 Qa5 Nf6 e4 b6,10,
1605,1546,black,600+0,e4 e5 Nf3 Nc6 Nc3 Bc5 Bb5 d6 Bxc6+ bxc6,10,
1506,1357,white,600+3,d4 d5 c4 dxc4 Qa4+ Nc6 Qxc4 Nxd4 e3 Be6,10,
1868,1803,black,300+0,d4 e6 c4 d5 Nc3 Nf6 Bg5 Be7 e3 c6,10,
1731,1582,white,240+0,d4 d6 c4 a6 e4 Nc6 Nf3 Bg4 d5 Ne5,10,
1583,1673,black,300+2,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 d6 f4 Nf6,10,
1546,1790,black,180+1,e4 c5 Nf3 b6 Bc4 Bb7 d4 cxd4 Qxd4 Nc6,10,
1778,1777,white,60+0,e4 e5 d4 exd4 c3 Bc5 cxd4 Bb4+ Bd2 Bxd2+,10,
1629,1582,white,300+2,d4 g6 e3 Bg7 Nf3 b6 a3 Bb7 b4 e6,10,
1712,1851,black,300+8,e4 e5 Nf3 Nc6 Bc4 Bc5 c3 Nf6 O-O O-O,10,
1410,1550,black,120+4,e4 e5 f4 exf4 Nf3 Be7 g3 fxg3 hxg3 d5,10,
1753,1817,white,600+0,e4 e5 Bc4 Nf6 d3 d5 exd5 Nxd5 Qf3 Be6,10,
1610,1662,black,180+0,e4 e5 f4 d5 exd5 Qxd5 fxe5 Qxe5+ Qe2 Qxe2+,10,
1709,1476,white,420+8,e4 e5 Nf3 Nc6 Bb5 d6 h3 a6 Ba4 b5,10,
1764,1789,draw,60+0,e4 d5 exd5 e6 dxe6 Bxe6 Nc3 Nf6 d4 Bb4,10,
1662,1763,black,600+0,e4 c5 f4 Nc6 Nf3 Qc7 d3 a6 Be3 e6,10,
1283,1333,white,600+15,e4 d5 Nc3 dxe4 Nxe4 Bf5 Bd3 Qd4 Ne2 Qb6,10,
1350,1513,black,600+3,e4 e5 d4 d6 d5 f5 f3 c6 c4 cxd5,10,
1788,1765,white,60+0,e4 e5 d4 exd4 c3 dxc3 Bc4 d5 Bb3 dxe4,10,
2095,1726,white,120+0,d4 f5 c4 Nf6 Nc3 e6 e3 d5 cxd5 Nxd5,10,
1392,1513,black,240+0,e4 b6 d4 Bb7 e5 e6 Nf3 d6 Bb5+ c6,10,
1358,1522,black,240+0,d4 d5 e3 Nc6 Bb5 Bf5 c3 Qd6 Nd2 O-O-O,10,
1583,1395,black,600+10,e4 f6 d4 Nc6 Bc4 e6 f4 d5 exd5 exd5,10,
1398,1296,white,300+3,e4 e5 Bc4 Nh6 Nf3 d6 c3 c5 d3 Ng4,10,
1818,1855,black,300+0,d4 d5 e3 Nf6 Bd3 Bg4 Nf3 e6 h3 Bh5,10,
1830,1532,white,240+0,e4 c5 d4 cxd4 Nf3 Nc6 Bc4 h6 O-O e5,10,
1789,1576,black,600+7,e4 e5 Nf3 Nc6 Be2 Nf6 Nc3 Bb4 a4 O-O,10,
1385,2099,black,120+0,d4 d5 c4 e6 e3 f5 Nf3 Nf6 g3 Be7,10,
1738,1575,white,240+0,d4 d6 c4 Nc6 Nf3 a6 a3 Nf6 e3 Bg4,10,
1754,1798,white,60+0,e4 d5 exd5 e6 dxe6 Bxe6 Qe2 Nf6 Nc3 Bb4,10,
1560,1403,draw,120+4,d4 d5 Nf3 c5 e3 e6 dxc5 Bxc5 c4 Nf6,10,
1541,1671,black,300+0,e4 e5 Nf3 Nc6 Bc4 g5 d3 g4 Ng5 Nh6,10,
1787,1903,black,180+0,g3 h5 h3 h4 g4 Nc6 Bg2 b6 e3 Bb7,10,
1528,1351,black,240+0,e4 e6 Nf3 d5 e5 c6 Bd3 g6 O-O Be7,10,
1529,1411,white,600+10,e4 c5 c4 Nh6 Nc3 f5 exf5 Nxf5 Qh5+ g6,10,
1786,1767,white,60+0,e4 e5 d4 Nc6 c3 exd4 cxd4 d5 exd5 Qxd5,10,
1572,1638,black,300+2,e3 e5 Bc4 c6 d4 d5 Bb3 e4 Ne2 Bd6,10,
1500,1617,black,480+8,e4 c5 d4 cxd4 Qxd4 Nc6 Qe3 e6 b3 Nf6,10,
1778,1528,white,240+0,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nxd4 Qxd4 d6,10,
1500,1521,black,180+0,e4 e5 Qh5 Qf6 Bc4 Bc5 d3 Qxf2+ Kd1 Qf1+,10,
2099,1382,white,120+0,d4 d5 c4 Nf6 Nc3 c6 e3 Bf5 a3 e6,10,
1538,1540,white,0+1,e4 d5 exd5 e5 dxe6 Bd6 d3 Bxe6 Nf3 Qe7,10,
1807,1949,white,300+0,d4 d5 e3 Nc6 f4 f6 Nf3 e5 fxe5 fxe5,10,
1874,1561,black,300+8,e4 e5 f4 d6 Nf3 Bg4 fxe5 dxe5 Bc4 Nf6,10,
1794,1865,draw,180+1,c4 Nf6 b3 e6 Bb2 d5 cxd5 exd5 g3 c6,10,
1384,1481,black,240+0,e4 e5 Nf3 Nc6 Bb5 Nf6 d3 d6 h3 Bd7,10,
1581,1700,black,300+5,d4 d5 Nc3 Nf6 Bg5 e6 h4 Be7 Qd2 h6,10,
1834,1708,white,300+11,e4 d5 exd5 Qxd5 Nc3 Qa5 Bc4 Nf6 d3 c6,10,
1335,1500,white,180+0,e4 e5 Qh5 g6 Qf3 Bg7 Bc4 Nf6 Bb3 O-O,10,
1467,1525,white,0+1,e3 f5 d3 d5 Nf3 e5 e4 Be7 exf5 Bxf5,10,
1416,1552,black,600+1,e4 e5 Qh5 Nc6 Bc4 Qe7 Nf3 d6 d3 Nf6,10,
1500,1796,white,180+0,d4 Nf6 Nc3 d5 Bf4 Bf5 Nb5 Na6 a3 c6,10,
1591,1641,white,600+0,g3 c6 Bg2 d5 e4 e6 e5 Ne7 d4 Nf5,10,
1651,1358,white,360+2,e4 e5 Bc4 Nf6 d3 Bc5 Nc3 O-O h3 d6,10,
1655,1499,black,420+16,d4 d5 Nf3 e6 Bf4 c5 dxc5 Bxc5 e3 h6,10,
1910,1786,black,180+0,d4 e6 e4 d5 Nc3 c5 Be3 cxd4 Bxd4 Nc6,10,
1536,1519,black,240+0,e4 e5 Nf3 Nc6 Bc4 h6 c3 Nf6 d4 exd4,10,
1408,1554,black,120+4,e4 e5 f4 exf4 Nf3 d6 Bc4 Be7 g3 fxg3,10,
1524,1783,black,240+0,e4 e5 Nf3 Nc6 d3 Bc5 Nc3 d6 Be3 Bb6,10,
1482,1508,white,0+1,d4 e6 e3 Be7 c4 d5 Nc3 e5 dxe5 Qd6,10,
1634,1220,white,300+0,d4 Nf6 e3 g6 c4 Bg7 c5 Nc6 a3 O-O,10,
1558,1241,white,600+10,e4 Nf6 e5 Ne4 d4 c6 h4 h5 Qf3 Qa5+,10,
1678,1762,white,300+0,e4 e5 Nc3 Nc6 a3 Bc5 g4 h6 h3 Nf6,10,
1493,1495,black,0+1,d4 e6 e4 d5 Be2 dxe4 Be3 f5 Kf1 c6,10,
1525,1593,white,660+6,e4 e6 Nf3 d5 exd5 Qxd5 Nc3 Qd8 g3 c6,10,
1464,1499,white,180+0,e4 e6 Qh5 Nf6 Qf3 d5 e5 Nfd7 Qh5 g6,10,
1744,1804,black,240+0,d4 d5 c4 e6 e3 Nf6 a3 c5 b3 b6,10,
1427,1471,black,420+8,d4 g6 e3 Bg7 c4 d6 Nc3 a6 b4 Nf6,10,
1507,1479,white,0+1,e4 e6 f4 f6 Nf3 g6 Bc4 f5 e5 g5,10,
1479,1507,black,0+1,Nc3 d5 Nf3 d4 e4 dxc3 dxc3 Qxd1+ Kxd1 Bg4,10,
1519,1466,white,0+1,g3 e6 Bg2 d6 Bxb7 d5 Bxa8,7,
1519,1466,white,0+1,e4 d6 d4 Nd7 f3 Nb8 Bc4 Nd7 Bb3 Nb8,10,
1744,1831,white,300+5,e4 e5 Nf3 Nc6 Bb5 d6 h3 Nf6 O-O,9,
1454,1529,black,0+1,Nf3 d6 Ng1 e5 Nf3 f5 Ng1 e4 g3 g5,10,
1375,1624,black,180+0,e4 c5 Bc4 e6 Nf3 Nf6 c3 Nxe4 O-O d5,10,
1538,1444,white,0+1,b3 Nc6 Bb2 Nb4 c4 b6 d4 e5 Na3 exd4,10,
1817,1901,white,180+0,d4 d5 Nf3 Nf6 c4 c6 Nc3 Bg4 e3 e6,10,
1655,1278,white,360+2,e4 e5 Bc4 Qf6 Nc3 Bc5 f3 Qh4+ g3 Qf6,10,
1354,1414,black,360+0,e4 e5 Bc4 h6 Nf3 Nc6 d4 exd4 e5 d5,10,
1444,1538,black,0+1,Nf3 e6 d3 d5 Bg5 Be7 Bf4 Nf6 e4 dxe4,10,
1737,1531,white,240+0,e4 e5 Nf3 d6 b3 Nc6 Bb2 Be6 Bb5 Nf6,10,
1547,1434,white,0+1,e3 Nc6 d4 Nf6 c4 d5 c5 a6 Bd2 Qd7,10,
1770,1757,white,300+5,e4 e5 Nf3 f5 exf5 e4 Qe2 Nf6 d3 d5,10,
1562,1401,white,120+4,d4 d5 Nf3 c5 dxc5 Nc6 e3 e5 Bb5 e4,10,
1842,1784,black,300+11,e4 c6 Nf3 d5 exd5 cxd5 d4 Nc6 Bb5 Bg4,10,
1824,1933,black,300+0,d4 d5 e3 Nc6 f4 f6 Nf3 e5 dxe5 fxe5,10,
1623,1728,black,600+10,e4 c6 d4 d5 Nc3 dxe4 Bf4 Bf5 f3 exf3,10,
1709,1574,white,300+5,c4 e5 Nc3 d6 e4 Nf6 Be2 b6 d3 Bb7,10,
1425,1555,black,0+1,f3 d5 e3 e5 d3 c5 g3 f5 h3 Nf6,10,
1567,1254,white,300+30,e4 e5 Nf3 Nc6 Bc4 Bc5 d3 Nh6 O-O O-O,10,
1657,1486,white,360+2,e4 e5 Bc4 Nf6 d3 Bc5 h3 d6 Nc3 Nc6,10,
1417,1563,white,0+1,e3 e6 Be2 c6 e4 d5 d3 dxe4 Be3 exd3,10,
1858,1944,black,60+0,e4 h5 Nf3 h4 d4 h3 gxh3 d6 e5 Bxh3,10,
1565,1487,white,600+2,e4 e5 Nf3 d6 Bc4 Nh6 Nc3 a6 d4 b5,10,
1547,1435,white,0+1,f3 e5 e4 d5 Ne2 Bd6 exd5 Bd7 d4 Qe7,10,
1526,1742,white,240+0,e4 e5 Nf3 Qf6 Be2 Bc5 O-O h6 d3 d6,10,
1581,1538,white,660+6,d4 g6 e3 Bg7 a4 b6 a5 Nc6 axb6 cxb6,10,
1955,1850,white,60+0,h4 e5 h5 Nc6 d3 f5 Nc3 Nf6 Bg5 Bb4,10,
1426,1555,white,0+1,e4 c5 d4 Nc6 Be3 d6 Be2 cxd4 Bd2 e5,10,
1664,1334,white,360+2,e4 e5 Bc4 Nf6 d3 Bc5 h3 d5 exd5 Nxd5,10,
1582,1691,black,300+0,e4 e5 Nf3 Nc6 Bc4 g5 d3 g4 Ng5 Nh6,10,
1941,1815,white,300+0,e4 e6 d4 d5 Nc3 c5 Nf3 cxd4 Nxd4 dxe4,10,
1944,1650,black,600+5,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Qxd7 O-O Nf6,10,
1735,1837,black,240+0,d4 c5 d5 d6 c4 e6 e4 Nf6 Nc3 e5,10,
1371,1667,black,180+0,e4 e5 Nf3 Nc6 Bb5 Bc5 O-O a6 Ba4 b5,10,
1539,1443,white,0+1,d3 d6 e3 e5 f4 Be6 fxe5 dxe5 e4 Qd6,10,
1842,1964,white,60+0,e4 Nf6 e5 Nd5 c4 d6 cxd5 dxe5 Nf3 Qxd5,10,
1733,1721,black,300+7,e4 c5 Bc4 e6 d4 cxd4 Qxd4 Nc6 Qd1 Nf6,10,
1780,1943,black,180+0,g3 Nf6 Bg2 g6 b3 Bg7 Bb2 O-O e3 e6,10,
1434,1548,white,0+1,Nf3 g6 Ng5 Bg7 d4 h6 Nf3 f5 e3 e6,10,
1500,1409,black,600+0,e4 e5 g3 Nf6 Bg2 Nc6 c3 Bc5 b4 Bb6,10,
1361,1696,black,360+0,d4 e6 e4 d5 f3 Nf6 Qe2 Bb4+ c3 Ba5,10,
1833,1534,black,180+0,d4 d5 Nc3 Nf6 Bf4 a6 Be5 e6 Bxf6 Qxf6,10,
1867,1561,white,600+10,e4 e5 Nf3 Nc6 Bb5 d6 d4 a6 Bxc6+ bxc6,10,
1573,1537,white,600+2,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5,10,
1795,1945,white,120+0,e3 e5 d4 exd4 exd4 Nc6 d5 Nb8 Nf3 b6,10,
1946,1857,white,60+0,h4 e5 g4 Nc6 g5 f6 d4 Nxd4 e3 Nf5,10,
1528,1647,black,300+2,d4 d5 e3 h6 Na3 e6 c3 a6 Qa4+ Bd7,10,
1531,1570,black,300+3,e4 e5 Bc4 c6 Nf3 d6 d4 exd4 Qxd4 Nf6,10,
1533,1450,white,0+1,e4 d6 Bc4 Bd7 d4 Be6 Bxe6 fxe6 Qh5+ g6,10,
1570,1343,white,480+8,e4 e5 Nf3 d6 Bc4 f6 d3 c5 Nc3 Nc6,10,
1736,1615,white,600+10,d4 d5 c4 e5 dxe5 Be6 e3 Nc6 a3 dxc4,10,
1724,1544,black,240+0,e4 e5 Nf3 Nf6 b3 Nxe4 Qe2 Nf6 Nxe5 Be7,10,
1440,1541,black,0+1,d3 d6 Kd2 e5 c3 Be7 Kc2 Bg5 Bd2 Bxd2,10,
1807,1336,white,300+0,d4 c6 e4 d5 exd5 Qa5+ c3 Qxd5 Nf3 Bg4,10,
1671,1693,white,180+0,c4 Nf6 Nc3 e6 d4 Bb4 Bd2 Bxc3 Bxc3 Ne4,10,
1848,1956,black,60+0,e4 g6 Nf3 Bg7 Nc3 f5 exf5 Nf6 fxg6 hxg6,10,
1600,1974,black,480+2,d4 d5 c4 e6 Nc3 Nf6 e3 Nbd7 cxd5 exd5,10,
1796,1928,white,120+0,e4 e5 d4 exd4 c3 dxc3 Bc4 Nc6 Qb3 Qe7,10,
1529,1590,black,660+6,e4 e6 d4 d5 exd5 Qxd5 Nc3 Bb4 Bd2 Qxd4,10,
1539,1500,white,60+0,e3 g6 c4 Bg7 Nc3 Bxc3 bxc3 e6 Bb2 Nc6,10,
1854,1793,draw,300+8,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6,10,
1550,1432,white,0+1,e3 e6 d4 Be7 c4 c6 c5 b6 b4 Bb7,10,
1667,1699,white,300+0,e4 e5 Bc4 Nc6 Qh5 g6 Qf3 Qf6 c3 Qxf3,10,
1547,1205,white,300+0,e4 e5 Nf3 d6 Bc4 h6 d4 Nc6 dxe5 dxe5,10,
1914,1857,black,360+6,d4 d5 c4 e6 Nc3 Nf6 Bg5 Be7 e3 Nbd7,10,
1423,1557,black,0+1,Nf3 g6 Ng1 Bg7 Nf3 Bxb2 Bxb2 f6 Ng1 d5,10,
1965,1841,white,60+0,c3 d6 d4 e5 h4 exd4 h5 dxc3 Nxc3 Nc6,10,
1535,1409,white,180+0,d4 e6 a3 Nf6 Nc3 d5 Bf4 Be7 Nb5 O-O,10,
1832,1624,white,300+11,e4 g6 Nf3 Bg7 Nc3 d6 Bc4 Nd7 d3 e5,10,
1565,1416,white,0+1,e3 Nc6 Bb5 a6 Bxc6 bxc6 d4 c5 dxc5 c6,10,
1727,1794,black,240+0,d4 Nf6 c4 g6 e3 d5 b3 Bg7 Nf3 O-O,10,
1810,1913,black,120+0,d3 d5 Nf3 e5 Bg5 f6 Bh4 g5 Bg3 h5,10,
1833,1974,black,60+0,e4 Nf6 e5 Nd5 c4 Nb6 d4 d6 e6 Bxe6,10,
1408,1572,black,0+1,e3 d5 Qf3 c6 Qe2 Nf6 Qd3 g6 Qe2 Bg4,10,
1367,1591,black,180+0,e4 e6 Nf3 d5 e5 c5 d4 Nc6 Bb5 Bd7,10,
1749,1722,black,300+7,e4 e5 Nf3 Nc6 Bb5 d6 h3 Bd7 O-O Nf6,10,
1578,1402,black,0+1,e4 d6 e5 f6 exf6 Nxf6 Bc4 Bg4 f3 Bf5,10,
1561,1708,black,240+0,e4 e5 Nf3 Qf6 Be2 Bc5 O-O h6 d3 b6,10,
1681,1683,white,180+0,e4 c5 Nc3 Nc6 f4 e5 f5 Nf6 Nf3 d5,10,
1343,1723,black,60+0,e4 c5 Bc4 d6 Nf3 Nf6 O-O e6 d3 Nc6,10,
1419,1561,black,0+1,e3 b6 Be2 Bb7 Bf3 c6 Be2 d5 Bf3 e5,10,
1654,1735,white,300+2,d4 d5 a3 e6 b4 Ne7 Bb2 b6 e3 Bb7,10,
1561,1419,white,0+1,d4 d6 c4 Bd7 e4 a5 f4 Na6 Nf3 c6,10,
1338,1575,black,480+8,e4 e5 d4 exd4 Qxd4 Nc6 Qe3 Nge7 Nf3 Ng6,10,
1809,1682,draw,300+0,d4 c6 e4 d5 exd5 cxd5 Bd3 Nc6 c3 Nf6,10,
